0,577
1,576
2,570
3,572
4,567
5,563
6,557
7,555
8,559
9,553
10,556
11,560
12,562
13,558
14,560
15,558
16,559
17,560
18,563
19,559
20,561
21,559
22,560
23,562
24,559
25,559
26,560
27,557
28,551
29,555
30,551
31,551
32,547
33,542
34,539
35,543
36,545
37,547
38,548
39,549
40,547
41,549
42,549
43,551
44,548
45,553
46,551
47,549
48,545
49,549
50,549
51,550
52,544
53,539
54,543
55,547
56,551
57,552
58,553
59,547
60,544
61,540
62,539
63,535
64,536
65,534
66,534
67,538
68,535
69,530
70,530
71,532
72,528
73,526
74,525
75,521
76,517
77,521
78,518
79,523
80,525
81,528
82,530
83,529
84,524
85,524
86,521
87,523
88,520
89,516
90,512
91,510
92,506
93,502
94,504
95,506
96,507
97,506
98,502
99,498
