0,1812
1,1821
2,1831
3,1841
4,1835
5,1829
6,1812
7,1820
8,1832
9,1836
10,1832
11,1835
12,1839
13,1852
14,1845
15,1858
16,1846
17,1831
18,1824
19,1841
20,1825
21,1836
22,1838
23,1855
24,1837
25,1821
26,1811
27,1818
28,1824
29,1842
30,1855
31,1873
32,1884
33,1895
34,1907
35,1908
36,1919
37,1923
38,1915
39,1910
40,1916
41,1902
42,1905
43,1922
44,1940
45,1922
46,1934
47,1923
48,1926
49,1906
50,1897
51,1910
52,1920
53,1935
54,1948
55,1959
56,1975
57,1962
58,1947
59,1948
60,1957
61,1949
62,1965
63,1947
64,1932
65,1940
66,1947
67,1934
68,1928
69,1925
70,1925
71,1912
72,1923
73,1905
74,1893
75,1888
76,1890
77,1905
78,1906
79,1919
80,1920
81,1909
82,1896
83,1898
84,1898
85,1910
86,1895
87,1910
88,1898
89,1909
90,1923
91,1936
92,1949
93,1949
94,1962
95,1966
96,1951
97,1945
98,1942
99,1928
