0,1669
1,1653
2,1668
3,1671
4,1661
5,1670
6,1681
7,1690
8,1702
9,1714
10,1710
11,1712
12,1710
13,1707
14,1709
15,1717
16,1720
17,1708
18,1708
19,1709
20,1692
21,1688
22,1701
23,1705
24,1701
25,1690
26,1676
27,1665
28,1677
29,1688
30,1680
31,1681
32,1681
33,1669
34,1670
35,1683
36,1699
37,1707
38,1694
39,1683
40,1697
41,1693
42,1703
43,1715
44,1698
45,1699
46,1693
47,1696
48,1695
49,1685
50,1694
51,1692
52,1704
53,1715
54,1731
55,1730
56,1743
57,1753
58,1761
59,1761
60,1777
61,1789
62,1794
63,1799
64,1810
65,1798
66,1808
67,1802
68,1789
69,1784
70,1784
71,1788
72,1775
73,1772
74,1784
75,1779
76,1766
77,1750
78,1762
79,1758
80,1749
81,1761
82,1765
83,1762
84,1751
85,1765
86,1778
87,1788
88,1796
89,1806
90,1818
91,1827
92,1838
93,1822
94,1804
95,1809
96,1809
97,1795
98,1798
99,1805
